state,zip_code,total_rx,new_rx,total_qty,new_qty,avg_mme_per_unit,total_mme,medicaid_rx,medicaid_new_rx,medicaid_qty,medicaid_total_mme,distinct_prescribers,distinct_opioid_products,retail_rx,mail_order_rx,year
AE,09617,2152.677,2087.604,85209.969,80362.919,7.076836489049773,603017.01785,46.443,46.443,1295.1,8832.16,8,100,2152.677,0.0,2017
AE,09623,193.481,193.481,2924.986,2924.986,5.138633996880669,15030.4325,3.276,3.276,59.53,297.65,1,21,193.481,0.0,2017
AE,09630,50.29,48.286,2579.01,2538.86,10.842317400863122,27962.445,0.0,0.0,0.0,0.0,1,23,50.29,0.0,2017
AE,09636,158.156,153.003,3738.51,3603.91,7.381173248165713,27594.59,7.196,7.196,186.16,1139.775,4,29,158.156,0.0,2017
AE,09645,222.4,222.4,14015.879,14015.879,2.7895441805683396,39097.9137,1.0,1.0,20.0,90.0,4,38,222.4,0.0,2017
AE,09720,29.506,29.506,785.589,785.589,6.140539136876916,4823.94,1.0,1.0,20.0,90.0,1,8,29.506,0.0,2017
AE,09752,10.341,10.341,218.8,218.8,6.695726691042047,1465.025,1.043,1.043,10.43,156.45,1,7,10.341,0.0,2017
AE,09803,52.376,52.376,1313.6,1313.6,5.1799680267965895,6804.406,3.059,3.059,384.75,269.886,1,13,52.376,0.0,2017
AE,09821,886.891,806.465,83671.537,76278.007,8.845975274722155,740156.3475,0.0,0.0,0.0,0.0,2,61,880.891,6.0,2017
AE,09824,11.375,11.375,697.78,697.78,26.244625813293588,18312.975,1.245,1.245,49.81,373.575,2,8,11.375,0.0,2017
AE,09832,553.717,478.629,40062.069,33422.839,6.656409013723181,266669.5172,0.0,0.0,0.0,0.0,1,30,551.717,2.0,2017
AK,99501,5862.67,5746.138,207288.981,194488.882,8.9204848626276,1849118.2172,1813.604,1809.124,44243.345,290833.171,79,159,5845.666,17.004,2017
AK,99502,801.044,781.689,28930.958,25458.768,9.68816655846654,280287.9398,154.366,154.366,3423.81,21346.45,18,61,801.044,0.0,2017
AK,99503,17419.239,17033.524,1042468.356,997863.688,15.833264707484608,16505677.4297243,2548.954,2519.489,104687.297,1522701.72775,143,289,17406.239,13.0,2017
AK,99504,2684.835,2599.247,92554.329,81711.929,7.322616409438828,677739.8483,677.21,663.738,21145.48,139092.7015,58,112,2681.835,3.0,2017
AK,99505,326.564,326.564,4938.808,4938.808,5.691578388955392,28109.61288,10.12,10.12,126.27,797.2625,4,38,326.564,0.0,2017
AK,99506,11531.373,10503.488,766475.94,663458.096,11.93941888899996,9151277.316,1062.865,967.699,67537.886,902783.9144,59,258,11492.371,39.002,2017
AK,99507,7290.652,6848.513,381206.457,332142.919,8.525001057891314,3249785.4492,856.646,818.859,29938.214,180182.075,70,186,7271.652,19.0,2017
AK,99508,125282.562,121664.211,9192722.507,8848954.248,16.629762155651676,152872788.854316,19282.697,18925.959,1299753.969,19427165.31559,749,454,125007.562,275.0,2017
AK,99515,7080.96,6885.971,491775.041,470168.622,13.609516181810456,6692820.3783,1277.57,1262.958,93956.43,1258881.5934,52,186,7064.96,16.0,2017
AK,99516,1009.881,1002.701,25956.643,25628.273,7.4191215713064285,192575.49,223.423,219.321,7317.578,47154.0175,14,71,1009.881,0.0,2017
AK,99517,768.018,652.135,50219.531,37713.611,4.806960863493528,241403.3201,14.432,14.432,279.77,1988.535,11,46,768.018,0.0,2017
AK,99518,1147.427,1116.101,44015.288,40286.388,12.120024174327792,533466.3546,283.776,279.617,14744.0,167674.2525,20,107,1147.427,0.0,2017
AK,99519,7.136,7.136,128.6,128.6,5.46298600311042,702.54,2.066,2.066,41.32,164.79,2,7,7.136,0.0,2017
AK,99521,7.668,7.668,412.67,412.67,1.15486223859258,476.577,3.45,3.45,140.75,160.8858,1,6,7.668,0.0,2017
AK,99553,161.628,151.628,14396.61,13904.61,8.369549498111013,120493.14,0.0,0.0,0.0,0.0,1,24,161.628,0.0,2017
AK,99556,86.488,86.488,1254.51,1254.51,4.257787901252282,5341.4375,38.206,38.206,579.19,2438.8625,1,8,86.488,0.0,2017
AK,99559,1699.94,1510.075,68495.125,57883.786,9.214437767651347,631144.0667,195.951,189.666,6867.99,69893.3925,32,122,1693.94,6.0,2017
AK,99567,981.72,774.129,65500.753,43791.837,5.302992486208518,347350.001,321.468,263.837,18982.678,104199.8232,11,55,981.72,0.0,2017
AK,99573,24.222,24.222,263.95,263.95,5.358003409736693,1414.245,0.0,0.0,0.0,0.0,3,9,24.222,0.0,2017
AK,99574,465.845,448.8,14321.849,12770.229,7.513206919022816,107603.015,30.304,30.304,1678.99,9163.25,4,32,465.845,0.0,2017
AK,99576,53.944,47.944,7157.16,5627.16,12.416999200800317,88870.45,1.057,1.057,118.34,591.7,12,16,53.944,0.0,2017
AK,99577,24586.593,23722.437,2321463.561,2233724.476,20.59847742414984,47818614.752245,3276.451,3179.191,222563.138,4677039.46265,72,326,24531.593,55.0,2017
AK,99581,26.496,26.496,669.61,669.61,5.0448171323606275,3378.06,1.004,1.004,15.08,67.86,2,11,26.496,0.0,2017
AK,99586,1.149,1.149,68.96,68.96,5.0,344.8,0.0,0.0,0.0,0.0,1,1,1.149,0.0,2017
AK,99587,59.285,59.285,2284.64,2284.64,6.451068877372365,14738.37,3.078,3.078,104.96,745.3,3,18,59.285,0.0,2017
AK,99588,561.574,534.097,33216.768,27802.998,7.890272897712384,262089.3643,57.445,57.445,1533.31,10327.74,7,76,561.574,0.0,2017
AK,99603,8854.046,8392.256,689632.347,642699.809,18.47386617858283,12740175.6909,1801.322,1756.769,132109.702,2007204.645,47,185,8818.046,36.0,2017
AK,99604,141.32,140.318,4101.31,3981.05,13.268110676832524,54416.635,36.794,36.794,1723.08,36795.595,2,36,141.32,0.0,2017
AK,99611,10649.64,10158.49,876231.085,827992.03,18.146830053398528,15900816.587,3393.272,3301.274,256725.325,4655207.794,41,246,10629.64,20.0,2017
AK,99615,3172.441,3028.441,135250.625,125782.664,11.258612001608126,1522734.30985,397.509,384.278,14024.767,136105.6391,48,127,3166.441,6.0,2017
AK,99623,317.383,305.749,18182.609,16920.709,11.974637708537868,217730.155371,79.354,78.302,3675.4,58540.61,5,41,316.383,1.0,2017
AK,99627,2.461,2.461,192.01,192.01,8.730873392010833,1676.415,0.0,0.0,0.0,0.0,1,2,2.461,0.0,2017
AK,99629,4.174,3.118,197.35,165.66,30.442234608563467,6007.775,1.1,1.1,121.05,5447.25,1,4,4.174,0.0,2017
AK,99633,22.513,22.513,617.57,617.57,6.381673332577684,3941.13,4.245,4.245,101.49,507.45,2,13,22.513,0.0,2017
AK,99639,117.112,111.129,2835.53,2387.1,6.514558124936079,18472.225,20.643,20.643,313.74,2255.075,2,25,117.112,0.0,2017
AK,99645,9615.209,9043.424,482482.98,434299.33,9.371687324775685,4521679.628086,1751.701,1711.251,77797.611,757766.7676,82,188,9571.209,44.0,2017
AK,99652,34.367,18.778,3114.91,1792.26,4.883991832829841,15213.195,3.6,1.201,323.99,1619.95,1,5,34.367,0.0,2017
AK,99653,3.045,3.045,101.13,101.13,6.993473746662711,707.25,0.0,0.0,0.0,0.0,1,2,3.045,0.0,2017
AK,99654,42568.39,40978.431,3264184.929,3097123.049,19.824311922245872,64710220.20439,9458.391,9176.255,629695.799,12434499.12754,153,330,42438.384,130.006,2017
AK,99658,16.581,16.581,1010.0,1010.0,8.878316831683168,8967.1,2.292,2.292,167.53,1031.475,2,10,16.581,0.0,2017
AK,99661,179.525,112.365,20359.46,12768.54,5.005014867781365,101899.4,91.453,58.728,9945.24,49828.3,1,10,179.525,0.0,2017
AK,99664,2510.783,2092.083,183064.47,148840.931,8.55354554327227,1565850.2815,552.693,426.205,40525.922,349422.0645,17,75,2508.783,2.0,2017
AK,99669,15200.833,14764.462,1057161.998,1012506.79,16.623338207244185,17573561.4326,3234.119,3185.331,195672.754,3632858.9123,87,248,15160.833,40.0,2017
AK,99672,4.162,4.162,66.62,66.62,5.0,333.1,1.162,1.162,18.6,93.0,1,3,4.162,0.0,2017
AK,99676,289.009,254.576,15097.809,11616.579,6.232461114059663,94096.5075,52.168,42.69,2674.679,13813.055,8,36,288.009,1.0,2017
AK,99678,3.0,2.0,162.0,132.0,8.88888888888889,1440.0,0.0,0.0,0.0,0.0,1,3,3.0,0.0,2017
AK,99685,135.066,116.07,10166.85,8247.19,10.20646365393411,103767.585,11.0,11.0,869.16,9526.65,4,30,129.066,6.0,2017
AK,99686,2339.448,2221.086,196322.064,185835.374,17.474521232366424,3430634.07575,306.507,287.123,23710.889,271617.03575,7,79,2316.448,23.0,2017
AK,99688,52.84,51.724,1274.98,1208.05,22.91736995874445,29219.18835,11.385,11.385,358.42,24204.97,3,24,52.84,0.0,2017
AK,99689,16.317,7.087,2650.47,1036.97,5.0,13252.35,0.0,0.0,0.0,0.0,3,5,14.317,2.0,2017
AK,99693,13.022,4.022,750.68,210.68,5.0,3753.4,0.0,0.0,0.0,0.0,1,2,13.022,0.0,2017
AK,99701,23631.716,22824.799,1369629.299,1300569.134,13.075081885951244,17908015.237823,3060.489,2998.032,170857.053,2236369.929507,206,280,23596.716,35.0,2017
AK,99702,1057.325,1022.347,27858.809,25744.908,7.696229953692565,214407.8003,78.372,78.372,1318.729,20504.6555,13,67,1056.325,1.0,2017
AK,99703,4953.727,4888.142,212251.364,207099.734,8.672658207746547,1840783.5341,479.602,475.842,16959.538,147734.0889,40,155,4944.727,9.0,2017
AK,99704,62.015,61.015,1314.649,1254.649,5.8709552892064725,7718.2455,0.0,0.0,0.0,0.0,1,11,62.015,0.0,2017
AK,99705,1204.878,1188.502,36823.898,35975.418,7.800557901284649,287246.9485,166.492,165.118,5823.858,42432.4325,14,68,1204.878,0.0,2017
AK,99709,5433.629,5353.861,137148.664,130392.465,6.640965318758045,910799.521138,1406.021,1399.658,26553.227,149647.307,54,115,5428.629,5.0,2017
AK,99712,329.827,328.827,11234.109,11184.109,5.886968428025757,66134.845,0.0,0.0,0.0,0.0,2,35,329.827,0.0,2017
AK,99716,229.304,229.304,18371.756,18371.756,8.712783388806166,160069.1305,30.318,30.318,2959.89,20643.975,1,41,229.304,0.0,2017
AK,99723,582.542,555.528,37682.847,35083.327,10.191505368477069,384044.9375,57.083,55.824,3771.65,27028.3,4,62,570.542,12.0,2017
AK,99734,342.669,323.235,21759.147,20291.107,12.220696450095218,265911.9305,44.137,44.137,2757.69,20782.175,2,40,342.669,0.0,2017
AK,99737,1023.108,862.062,97448.815,81978.274,20.07812176525697,1956589.17345,196.819,139.564,14041.1,172514.19345,7,106,1003.108,20.0,2017
AK,99740,265.705,233.563,21727.758,18704.619,11.857933455444414,257646.3085,19.16,19.16,1277.25,16848.381,5,46,263.705,2.0,2017
AK,99741,8.997,3.0,809.75,270.02,4.5,3643.875,0.0,0.0,0.0,0.0,1,1,8.997,0.0,2017
AK,99743,113.739,113.739,5133.31,5133.31,7.259766213223047,37266.6305,1.016,1.016,15.24,76.2,2,26,113.739,0.0,2017
AK,99752,87.226,86.181,3387.31,3355.96,13.4748723913666,45643.57,4.244,4.244,99.97,655.5,5,18,87.226,0.0,2017
AK,99760,65.48,55.167,4088.768,3359.468,5.594200991594534,22873.39,2.097,2.097,41.94,209.7,1,12,65.48,0.0,2017
AK,99762,689.822,675.262,28806.667,28100.927,8.932870883674255,257326.2369,11.207,11.207,234.52,1359.96,8,69,688.822,1.0,2017
AK,99775,7.163,6.163,207.57,187.57,28.989425254131138,6017.335,0.0,0.0,0.0,0.0,4,6,7.163,0.0,2017
AK,99780,21.42,21.42,1065.369,1065.369,11.181283198591286,11912.1925,0.0,0.0,0.0,0.0,2,10,21.42,0.0,2017
AK,99801,14743.634,14243.761,754092.375,720781.005,12.610817705125317,9509721.47395,2301.326,2247.546,117402.054,1275891.1066,130,237,14716.634,27.0,2017
AK,99820,12.012,10.012,535.86,415.86,5.0,2679.3,1.014,1.014,30.44,152.2,2,3,12.012,0.0,2017
AK,99821,430.804,411.702,24006.32,22030.7,11.530614038303247,276807.6104,61.479,60.324,2169.5,28271.045,1,60,412.804,18.0,2017
AK,99824,2.383,2.383,71.55,71.55,4.624598183088749,330.89,2.383,2.383,71.55,330.89,1,2,2.383,0.0,2017
AK,99826,16.222,16.222,399.79,399.79,8.959078516221016,3581.75,1.0,1.0,7.0,52.5,1,11,16.222,0.0,2017
AK,99827,22.989,22.989,1522.26,1522.26,13.944680934925703,21227.43,2.342,2.342,105.42,614.875,5,9,22.989,0.0,2017
AK,99829,124.034,106.68,8982.639,7455.509,8.667976092549194,77861.3001,7.334,6.077,243.52,1278.175,2,28,124.034,0.0,2017
AK,99830,20.602,20.602,375.28,375.28,12.953861117032616,4861.325,0.0,0.0,0.0,0.0,1,9,20.602,0.0,2017
AK,99833,2807.269,2654.934,155914.193,146339.483,16.451280626838123,2564988.14275,288.667,271.586,10784.8,160264.889,8,117,2776.269,31.0,2017
AK,99835,1448.408,1275.228,98888.676,84014.276,11.398170740500156,1127150.01335,109.367,89.198,7515.959,95220.235,38,123,1406.408,42.0,2017
AK,99840,55.706,55.706,4564.4,4564.4,11.382789632810447,51955.605,9.327,9.327,1168.04,11498.9,3,20,54.706,1.0,2017
AK,99901,11646.277,10724.073,689674.152,610351.163,11.355028211631454,7831269.452793,1833.883,1717.843,96322.077,1057662.8763,68,182,11627.277,19.0,2017
AK,99921,707.503,671.206,28436.608,26182.998,9.728047030081788,276632.66,236.919,234.563,6421.759,62726.415,2,28,707.503,0.0,2017
AK,99922,5.951,5.951,108.49,108.49,7.258733523827081,787.5,2.451,2.451,49.01,490.1,1,3,5.951,0.0,2017
AK,99925,1347.57,1260.971,112698.027,101026.557,10.846266514497188,1222352.8365,312.286,291.399,24376.119,184961.7025,9,63,1347.57,0.0,2017
AK,99926,106.409,87.048,8623.385,6701.435,10.9874553901977,94749.058,17.096,12.291,822.529,4515.875,3,21,106.409,0.0,2017
AK,99929,74.1,73.1,6116.84,6026.84,17.99378600715402,110065.11,3.349,3.349,602.78,3013.9,5,21,65.1,9.0,2017
AL,35004,5363.077,4600.212,248967.742,181958.059,9.318850120952618,2320093.07265,23.288,23.288,781.04,2737.0828,12,121,5352.077,11.0,2017
AL,35005,3807.869,3303.611,250087.589,206464.209,14.400666187397249,3601427.8868,28.917,28.917,291.29,1507.68,5,110,3797.869,10.0,2017
AL,35006,23.401,12.343,1593.8,806.17,5.0,7969.0,0.0,0.0,0.0,0.0,1,4,23.401,0.0,2017
AL,35007,53194.972,50028.687,3722976.526,3474492.529,15.172957960694378,56488566.31765,2075.823,2025.318,121854.189,1329935.3127,103,391,53119.947,75.025,2017
AL,35010,18982.014,16404.242,979019.43,794260.472,8.38040022666353,8204574.65308,1660.601,1549.727,85112.675,404871.48804,54,210,18948.014,34.0,2017
AL,35015,1.081,1.081,108.13,108.13,7.5,810.975,0.0,0.0,0.0,0.0,1,1,1.081,0.0,2017
AL,35016,7259.395,6065.966,416648.391,315923.103,7.287001551387246,3036117.4716,326.612,282.7,17830.268,143675.1062,17,118,7214.395,45.0,2017
AL,35019,227.11,227.11,3808.438,3808.438,4.423308190917116,16845.895,23.262,23.262,341.05,1674.285,1,12,227.11,0.0,2017
AL,35020,9156.752,8798.568,650952.529,618766.591,15.547705959523203,10120818.5145,750.848,728.799,29520.596,349209.215,21,187,9155.752,1.0,2017
AL,35021,1.063,1.063,106.32,106.32,0.5,53.16,0.0,0.0,0.0,0.0,1,1,1.063,0.0,2017
AL,35022,40284.969,37309.605,2426367.743,2176392.699,10.959627048190608,26592085.54504,2067.643,2028.801,61932.371,548244.60144,81,317,40202.969,82.0,2017
AL,35023,7250.817,5995.972,557010.15,445111.714,12.155474798017595,6770722.840565,259.471,257.471,19866.388,528405.1,17,235,7182.817,68.0,2017
AL,35031,4294.908,4257.192,373373.722,370546.882,11.768708482891038,4394126.48939,340.237,340.237,18577.199,183088.41704,3,58,4294.908,0.0,2017
AL,35033,2.695,2.695,242.56,242.56,5.0,1212.8,0.0,0.0,0.0,0.0,1,1,2.695,0.0,2017
AL,35034,10.209,10.209,462.63,462.63,6.92897131617059,3205.55,0.0,0.0,0.0,0.0,1,6,10.209,0.0,2017
AL,35035,126.316,126.316,1558.9,1558.9,7.322118160241196,11414.45,18.038,18.038,233.67,1642.32,1,24,126.316,0.0,2017
AL,35040,10937.022,8635.786,739874.942,572628.661,12.245822731823239,9060377.38345,573.19,529.716,41297.419,615007.27765,17,172,10937.022,0.0,2017
AL,35042,5330.373,5086.139,243355.683,226171.392,13.153712667560757,3201030.7302,873.359,842.407,35980.151,521914.1922,35,153,5316.373,14.0,2017
AL,35043,3529.718,3284.283,158842.188,140125.809,8.92512817847863,1417686.88805,123.23,123.23,3656.9,21222.4581,17,96,3528.718,1.0,2017
AL,35044,3394.411,2787.039,196432.057,146299.769,6.941803005962514,1363592.64375,412.125,347.713,23357.6,173225.89,10,75,3361.411,33.0,2017
AL,35045,20593.267,19193.497,1230209.775,1091651.707,9.035301081679343,11115315.71075,542.348,512.28,19234.388,154556.0224,32,189,20569.267,24.0,2017
AL,35049,1681.64,1268.709,119227.533,83463.397,8.430049886212105,1005094.051,34.149,34.149,1730.79,14460.25,3,59,1649.637,32.003,2017
AL,35051,6873.119,5568.495,564096.36,431418.073,8.62427190285362,4864920.38805,234.611,164.944,13002.868,80729.2575,9,136,6860.119,13.0,2017
AL,35053,2.153,2.153,34.29,34.29,4.5,154.305,1.097,1.097,13.17,59.265,1,1,2.153,0.0,2017
AL,35054,7.433,6.345,197.409,143.019,6.406445501471564,1264.69,0.0,0.0,0.0,0.0,2,6,7.433,0.0,2017
AL,35055,55336.281,50101.332,4227739.977,3678159.746,13.039472752049056,55127500.23284,1541.545,1484.179,110524.513,1534830.1928,68,345,55284.281,52.0,2017
AL,35056,256.365,230.833,13603.256,11620.416,32.62532091581604,443810.5925,0.0,0.0,0.0,0.0,1,56,256.365,0.0,2017
AL,35057,1018.593,1018.593,58178.965,58178.965,5.952712328244409,346322.6422,0.0,0.0,0.0,0.0,3,42,1018.593,0.0,2017
AL,35058,50391.179,44159.005,3177847.01,2612047.75,14.21786619364033,45182203.57204,4072.393,3747.296,234816.782,3652472.7382,75,355,50239.179,152.0,2017
AL,35062,1466.269,1223.383,111416.325,89866.106,10.419042059141692,1160851.37625,0.0,0.0,0.0,0.0,2,49,1465.269,1.0,2017
AL,35064,10229.333,9411.405,924252.148,859052.499,9.555053834454275,8831279.03075,1272.173,1178.977,109114.019,1130791.53975,13,122,10211.333,18.0,2017
AL,35068,8569.121,8112.056,550725.492,509428.003,13.399789535709381,7379605.68475,190.718,190.718,7921.488,135813.735,13,188,8562.121,7.0,2017
AL,35071,14726.324,12988.148,1081062.902,931943.75,8.636875817287088,9337006.03525,108.576,107.185,4718.72,47714.685,36,148,14696.324,30.0,2017
AL,35072,10.852,10.852,331.75,331.75,5.0,1658.75,0.0,0.0,0.0,0.0,1,5,10.852,0.0,2017
AL,35073,682.113,682.113,16434.47,16434.47,5.923314837655245,97346.54,27.712,27.712,652.94,3874.025,1,29,682.113,0.0,2017
AL,35077,3170.817,2980.45,132831.035,125061.338,9.97631279994167,1325163.9547,507.661,469.864,31729.959,355557.2582,8,103,3170.817,0.0,2017
AL,35078,73.507,47.848,4636.04,3323.75,6.684001863659502,30987.3,0.0,0.0,0.0,0.0,2,10,71.507,2.0,2017
AL,35079,558.199,557.097,10067.549,10054.319,5.797621158834191,58367.8351,47.672,47.672,872.14,4379.765,2,53,558.199,0.0,2017
AL,35080,3381.267,3061.007,176725.364,146709.799,12.200248147458902,2156093.29475,179.271,160.948,5552.179,98892.10585,18,117,3378.267,3.0,2017
AL,35083,1157.96,1089.83,101006.205,95982.905,10.864592205003643,1097391.2275,340.334,337.777,27900.42,327766.1675,3,58,1157.96,0.0,2017
AL,35085,1567.553,1301.455,88242.728,69895.758,8.687365745311046,766596.8525,36.988,27.49,1814.38,9141.075,5,66,1561.553,6.0,2017
AL,35094,1652.876,1373.541,61670.411,36570.943,5.366052562062542,330926.66695,7.239,7.239,150.289,1588.1675,13,56,1652.876,0.0,2017
AL,35096,4513.569,3904.557,367708.838,310188.226,12.605692982146923,4635224.71865,152.652,119.663,12857.668,108170.5575,13,113,4509.569,4.0,2017
AL,35097,600.893,374.569,77754.945,36110.515,6.443497548612503,501013.7975,37.459,28.334,4437.18,29045.0125,2,45,598.893,2.0,2017
AL,35111,4394.682,3506.471,442651.484,371861.16,6.5603500487665825,2903948.684646,64.673,64.673,2468.85,25733.26,14,105,4370.682,24.0,2017
AL,35114,352.756,352.756,6463.347,6463.347,5.80066214145705,37491.69225,35.948,35.948,584.71,3543.96,1,39,352.756,0.0,2017
AL,35115,8603.362,8153.941,712293.46,669809.246,13.265993139751698,9449280.15385,25.292,25.292,651.13,4932.95,5,147,8575.362,28.0,2017
AL,35116,18.549,18.549,305.17,305.17,6.930776288626012,2115.065,0.0,0.0,0.0,0.0,1,11,18.549,0.0,2017
AL,35117,2.961,2.961,88.84,88.84,5.0,444.2,0.0,0.0,0.0,0.0,1,1,2.961,0.0,2017
AL,35120,271.36,271.36,5736.929,5736.929,6.247178150540123,35839.6175,2.232,2.232,35.72,214.23,6,34,271.36,0.0,2017
AL,35121,13238.637,10865.412,925514.856,667477.73,7.975244739885623,7381207.487,1356.77,1106.641,86403.464,636445.7861,17,159,13236.637,2.0,2017
AL,35124,23985.927,23009.76,1891227.954,1810405.609,14.226161446321345,26904914.2054,464.642,460.529,11616.889,51192.9015,41,293,23965.927,20.0,2017
AL,35125,36045.062,33133.132,2946151.096,2632469.47,14.413673207716567,42464859.1183,1395.447,1246.376,69564.987,604591.3625,27,312,36021.062,24.0,2017
AL,35126,9419.331,7817.831,624049.391,491101.854,9.517917215145555,5939650.4417,96.005,84.672,3325.61,21692.36,18,169,9386.331,33.0,2017
AL,35127,1385.99,1368.372,26549.225,25614.435,10.527380789834732,279493.80125,39.876,37.326,1316.888,9718.935,8,87,1385.99,0.0,2017
AL,35128,300.862,300.862,5957.14,5957.14,7.1933918793246425,42852.0425,4.2,4.2,84.0,526.65,5,33,300.862,0.0,2017
AL,35136,167.294,85.939,13626.068,6721.04,5.06977396193825,69081.08475,0.0,0.0,0.0,0.0,1,17,167.294,0.0,2017
AL,35146,5709.791,4910.833,484032.284,385117.014,8.939252125897454,4326886.62375,465.793,343.29,43058.347,404398.5475,8,100,5705.791,4.0,2017
AL,35147,302.12,300.12,5143.989,4963.989,8.024974878445502,41280.3825,8.562,8.562,127.94,750.965,2,30,302.12,0.0,2017
AL,35148,5557.671,5514.945,430801.73,425928.5,15.645824437613099,6740248.235,347.117,344.958,23244.518,493649.5375,7,98,5556.671,1.0,2017
AL,35150,28047.397,24916.554,1565434.935,1308489.602,8.551836653773796,13387343.856231,2278.529,2188.646,81369.587,693680.4849,52,204,27975.397,72.0,2017
AL,35151,2.132,2.132,17.06,17.06,7.5,127.95,0.0,0.0,0.0,0.0,1,1,2.132,0.0,2017
AL,35160,8317.219,8103.348,461540.221,443488.573,12.457586615945223,5749677.27985,491.771,480.197,24051.579,185361.0386,26,147,8311.219,6.0,2017
AL,35161,2.749,2.749,109.96,109.96,6.392324481629683,702.9,0.0,0.0,0.0,0.0,1,2,2.749,0.0,2017
AL,35171,553.459,515.127,15138.957,12276.507,6.5096370245321395,98549.115,0.0,0.0,0.0,0.0,2,18,553.459,0.0,2017
AL,35173,15737.787,15453.706,1015466.715,997521.255,23.354602397381385,23715821.3766,1741.56,1738.249,126898.081,2305689.43165,35,230,15719.787,18.0,2017
AL,35178,922.363,878.493,67439.285,65256.246,12.436021415410913,838676.3925,105.857,97.462,6834.21,57641.6525,1,93,922.363,0.0,2017
AL,35179,5.948,2.366,425.36,141.94,5.402952792928343,2298.2,0.0,0.0,0.0,0.0,2,3,5.948,0.0,2017
